 Сын Дубровского воспитывался в Петербурге ,  дочь Кирила Петровича росла в глазах родителя ,  и Троекуров часто говаривал Дубровскому :  «Слушай ,  брат ,  Андрей Гаврилович :  коли в твоем Володьке будет путь ,  так отдам за него Машу ,  даром что он гол как сокол» .  ;  " Dubrovskijn poika kasvatettiin Pietarissa ,  Kirila Petrovitschin tytär taas kasvoi isänsä holhottavana ,  ja Troekurov sanoi usein Dubrovskijlle :   "  " Kuulehan ,  veliseni Andrei Gavrilovitsch ,  kun sinun Volodkasi tulee mieheksi ,  niin annan hänelle Maschani vaimoksi  —  siitä huolimatta ,  että poikasi on köyhä kuin kirkkohiiri "  "  .  " 
 Андрей Гаврилович качал головою и отвечал обыкновенно :  «Нет ,  Кирила Петрович :  мой Володька не жених Марии Кириловне .  ;  " Silloin oli Andrei Gavrilovitsch tavallisesti pudistanut päätään ja sanonut :   "  " ei niin ,  Kirila Petrovitsch ,  minun Volodkani ei ole Maria Kirilovnan sulhanen .  " 
 Бедному дворянину ,  каков он ,  лучше жениться на бедной дворяночке да быть главою в доме ,  чем сделаться приказчиком избалованной бабенки» .  ;  " Köyhälle aatelismiehelle ,  kuten hän on ,  on parempi naida köyhä aatelisneiti ja olla herra huoneessaan ,  kuin tulla hemmoitellun eukkonsa taloudenhoitajaksi "  "  .  " 
Все завидовали согласию ,  царствующему между надменным Троекуровым и бедным его соседом ,  и удивлялись смелости сего последнего ,  когда он за столом у Кирила Петровича прямо высказывал свое мнение ,  не заботясь о том ,  противуречило ли оно мнениям хозяина .  ; Kaikki kadehtivat sitä yksimielisyyttä ,  joka oli Troekurovin ja hänen köyhän naapurinsa välillä ,  ja ihmettelivät jälkimäisen rohkeutta ,  kun hän suoraan sanoi aterialla oltaissa ajatuksensa huolimatta siitä ,  oliko se isännän ajatuksen mukainen . 
 Некоторые пытались было ему подражать и выйти из пределов должного повиновения ,  но Кирила Петрович так их пугнул ,  что навсегда отбил у них охоту к таковым покушениям ,   ; Jotkut koettivat noudattaa tämän esimerkkiä ,  mutta Kirila Petrovitsch peljätti heidät niin ,  että ainaiseksi jättivät sellaiset kokeet . 
и Дубровский один остался вне общего закона .  ; Dubrovskij yksinään oli kaikkien lakien ulkopuolella . 
 Нечаянный случай все расстроил и переменил .  ; Odottamaton tapaus muutti kaikki . 
Раз в начале осени Кирила Петрович собирался в отъезжее поле .  ; Kerran alkusyksystä hankki Kirila aamuitse metsästämään . 
 Накануне был отдан приказ псарям и стремянным быть готовыми к пяти часам утра .  ; Edellisenä päivänä oli annettu käsky koirienhoitajille ,  että he olisivat valmiina kello viisi aamulla . 
 Палатка и кухня отправлены были вперед на место ,  где Кирила Петрович должен был обедать .  ; Teltta ja kyökki olivat edeltäpäin lähetetyt sille paikalle ,  jossa Kirila Petrovitschin piti syödä päivällistä . 
 Хозяин и гости пошли на псарный двор ,  где более пятисот гончих и борзых жили в довольстве и тепле ,  прославляя щедрость Кирила Петровича на своем собачьем языке .  ; Isäntä ja vieraat läksivät koirakartanoon ,  jossa enemmän kuin viisisataa koiraa eli lämpimässä ja yltäkylläisyydessä ylistäen omalla koirakielellään Kirila Petrovitschin antelijaisuutta . 
 Тут же находился и лазарет для больных собак под присмотром штаб - лекаря Тимошки и отделение ,  где благородные суки ощенялись и кормили своих щенят .  ; Siellä oli myös kipeitä koiria varten sairashuone ,  joka oli esikuntalääkäri Timoschkan tarkastuksen alainen ,  sekä osasto ,  jossa nartut poikivat sekä ruokkivat penikoitaan . 
 Кирила Петрович гордился сим прекрасным заведением и никогда не упускал случая похвастаться оным перед своими гостями ,  из коих каждый осматривал его по крайней мере уже в двадцатый раз .  ; Kirila Petrovitsch ylpeili tästä kauniista laitoksestaan eikä koskaan laimiinlyönyt tilaisuutta ylistääkseen sitä vierailleen ,  jotka jo ainakin kaksikymmentä kertaa olivat katselleet sitä . 
 Он расхаживал по псарне ,  окруженный своими гостями и сопровождаемый Тимошкой и главными псарями ,  останавливался пред некоторыми конурами ,  то расспрашивая о здоровии больных ,  то делая замечания более или менее строгие и справедливые ,  то подзывая к себе знакомых собак и ласково с ними разговаривая .  ; Timoschkan ,  koirien päähoitajan ,  ja vieraittensa kanssa käveli hän koirakartanossaan ,  seisahtui tuontuostakin jonkun kopin luo ,  milloin kysellen sairaiden tilaa ,  milloin tehden enemmän tai vähemmän ankaria ja oikeita huomautuksia ,  milloin taas kutsuen luokseen tutuimpia koiria ,  joita ystävällisesti puhutteli . 
 Гости почитали обязанностию восхищаться псарнею Кирила Петровича .  ; Vieraat pitivät velvollisuutenaan ylistellä Kirila Petrovitschin koirakartanoa ,  
 Один Дубровский молчал и хмурился .  ; Dubrovskij yksinään oli vaiti ja närkästyneen näköinen . 
 Он был горячий охотник .  ; Hänkin oli innokas metsästäjä , 
 Его состояние позволяло ему держать только двух гончих и одну свору борзых ,  он не мог удержаться от некоторой зависти при виде сего великолепного заведения .  ;  mutta hänen varansa eivät sallineet pitää muuta kuin kaksi jahtikoiraa sekä ketterän nartun ,  ja nyt ei hän voinut olla kadehtimatta naapuriaan nähdessään tämän komeat laitokset . 
 «Что же ты хмуришься ,  брат ,  – спросил его Кирила Петрович ,  – или псарня моя тебе не нравится ? » ;  —  Mitä sinä suututtelet ,  veliseni ,  vai eikö koirakartanoni ole mielesi mukainen ?  —  kysyi Kirila Petrovitsch . 
 – «Нет ,  – отвечал он сурово ,  – псарня чудная ,  вряд людям вашим житье такое ж ,  как вашим собакам» .  ;  —  On kyllä ,  vastasi Dubrovskij jyrkästi ,  koirakartanosi on erinomainen ,  mutta onko alustalaisillasi samanlainen elämä kuin koirillasi ? 
 Один из псарей обиделся .  ; Eräs koiranhoitaja tuli loukatuksi . 
 «Мы на свое житье ,  – сказал он ,  – благодаря бога и барина не жалуемся ,  а что правда ,  то правда ,  иному и дворянину не худо бы променять усадьбу на любую здешнюю конурку .  ;  —  Me emme meidän elämäämme moiti ,  kiitos siitä Jumalalle ja herrallemme ,  sanoi hän ,  mutta kuitenkin on totta ,  ett ' ei vieraalle eikä herrallemmekaan olisi pahaksi ,  jos vieras vaihtaisi maatalonsa tähän miellyttävään koppiin . 
 Кирила Петрович громко засмеялся при дерзком замечании своего холопа ,  а гости вослед за ним захохотали ,  хотя и чувствовали ,  что шутка псаря могла отнестися и к ним .  ; Kirila Petrovitsch remahti nauruun kuultuaan orjansa rohkean huomautuksen ja vieraat tekivät samoin ,  vaikka tunsivatkin ,  että koiranhoitajan huomautus voisi myös koskea heitä itseä . 
 Дубровский побледнел и не сказал ни слова .  ; Dubrovskij vaaleni eikä vastannut sanaakaan . 
 В сие время поднесли в лукошке Кирилу Петровичу новорожденных щенят ,  он занялся ими ,  выбрал себе двух ,  прочих велел утопить .  ; Samalla tuotiin Kirila Petrovitschille niinikorissa äsken syntyneet penikat ,  hän rupesi puuhaamaan niitten kanssa ,  valitsi niistä kaksi sekä käski hukuttaa muut . 
 Между тем Андрей Гаврилович скрылся ,  и никто того не заметил .  ; Sillä välin katosi Andrei Gavrilovitsch kenenkään huomaamatta . 
Возвратясь с гостями со псарного двора ,  Кирила Петрович сел ужинать и тогда только ,  не видя Дубровского ,   ; Palattuaan vieraitten ja koiranhoitajien kanssa kotiinsa istui Kirila Petrovitsch illalliselle ja huomasi vasta silloin ,  että Dubrovskij oli poissa . 
хватился о нем .  ; Hän alkoi kysellä tätä . 
 Люди отвечали ,  что Андрей Гаврилович уехал домой .  ; Palvelijat sanoivat ,  että Andrei Gavrilovitsch ajoi kotiinsa . 
 Троекуров велел тотчас его догнать и воротить непременно .  ; Troekurov käski heti ajaa häntä takaa sekä palauttaa ehdottomasti takaisin . 
 Отроду не выезжал он на охоту без Дубровского ,  опытного и тонкого ценителя псовых достоинств и безошибочного решителя всевозможных охотничьих споров .  ; Koskaan ei hän nimittäin ollut lähtenyt metsästämään ilman Dubrovskija ,  joka oli tottunut ja hieno koirientuntija sekä erehtymätön ratkaisija kaikissa metsästykseen kuuluvissa kysymyksissä . 
 Слуга ,  поскакавший за ним ,  воротился ,  как еще сидели за столом ,  и доложил своему господину ,  что ,  дескать ,  Андрей Гаврилович не послушался и не хотел воротиться .  ; Palvelija ,  joka oli ratsastanut Dubrovskija hakemaan ,  palasi ,  kun jo istuttiin ruo ' alla ,  sekä ilmoitti ,  että Andrei Gavrilovitsch ei ottanut korviinsakaan käskyä eikä tahtonut palata . 
 Кирила Петрович ,  по обыкновению своему разгоряченный наливками ,  осердился и вторично послал того же слугу сказать Андрею Гавриловичу ,  что если он тотчас же не приедет ночевать в Покровское ,  то он ,  Троекуров ,  с ним навеки рассорится .  ; Kirila Petrovitsch ,  joka tapansa mukaan oli pikku hutikassa ,  suuttui ja lähetti saman palvelijan sanomaan Andrei Gavrilovitschille ,  että ellei tämä heti tule yöksi Pokrovskojeen ,  niin silloin hän ,  Troekurov ,  suuttuu hänelle ijäksi . 
 Слуга снова поскакал ,   ; Palvelija tuli taas takaisin . 
Кирила Петрович ,  встав из - за стола ,  отпустил гостей и отправился спать .  ; Kirila Petrovitsch nousi pöydästä ,  päästi vieraansa pois sekä meni maata . 
На другой день первый вопрос его был :  здесь ли Андрей Гаврилович ?  ;  " Seuraavana päivänä oli hänen ensimäinen kysymyksensä :   "  " onko Andrei Gavrilovitsch täällä ?  "  "  " 
Вместо ответа ему подали письмо ,  сложенное треугольником ,   ;  Hänelle annettiin kolmikulmaiseksi taitettu kirje . 
Кирила Петрович приказал своему писарю читать его вслух и услышал следующее :  ; Kirila Petrovitsch käski kirjurinsa lukea se ääneen ja sai kuulla '  seuraavan : 
«Государь мой премилостивый ,  ; Hyväsydäminen herrani ! 
Я до тех пор не намерен ехать в Покровское ,  пока не вышлете Вы мне псаря Парамошку с повинною ,  а будет моя воля наказать его или помиловать ,   ; Minä en palaa ennen Pokrovskojeen ,  kuin Te lähetätte koiranhoitajan Paramoschkan minulta anteeksi pyytämään ,  silloin on minun vallassani joko rangaista tai armahtaa häntä . 
а я терпеть шутки от Ваших холопьев не намерен ,  да и от Вас их не стерплю – потому что я не шут ,  а старинный дворянин .  ; Minä en aijo kärsiä Teidän orjienne pilkkaa enkä Teiltäkään sitä siedä ,  sillä en ole hölmö ,  vaan vanha aatelismies . 
 – За сим остаюсь покорным ко услугам ; Siksi olen teidän nöyrin palvelijanne
Андрей Дубровский» .  ; Andrej Dubrovskij . 
По нынешним понятиям об этикете письмо сие было бы весьма неприличным ,  но оно рассердило Кирила Петровича не странным слогом и расположением ,  но только своею сущностью .  ; Nykyajan ymmärryksen mukaan olisi tuollainen kirje ollut aivan sopimaton ,  mutta se ei sentään suututtanut Kirila Petrovitschia kummallisen sisältönsä tähden ,  vaan sentähden ,  että se oli olemassa . 
 «Как ,  – загремел Троекуров ,  вскочив с постели босой ,  – высылать к ему моих людей с повинной ,   ;  —  Kuinka !   -  huudahti Troekurov hypäten vuoteeltaan avojaloin ,  lähettää miehiäni pyytämään häneltä anteeksi ! 
он волен их миловать ,  наказывать !  ; hänen vallassaan muka olisi rangaista tai armahtaa heitä ! 
– да что он в самом деле задумал ,  ; mitä hän oikeastaan tarkoittaa ? 
 да знает ли он ,  с кем связывается ?  ; ja tietäneekö hän ,  kenen kanssa hän on tekemisissä ? 
Вот я ж его …   ; kyllä minä hänelle näytän ! 
Наплачется он у меня ,  узнает ,  каково идти на Троекурова ! » ; vielä itkeekin luonani ! saa vielä nähdä ,  millaista on tulla Troekuroville . 
Кирила Петрович оделся и выехал на охоту с обыкновенной своею пышностию ,   ; Kirila Petrovitsch puki ylleen ja ratsasti metsästämään tavallisella luottamuksellaan . 
– но охота не удалась .  ; Mutta metsästys ei onnistunut . 
 Во весь день видели одного только зайца ,  и того протравили .  ; Koko päivänä nähtiin vaan yksi ainoa jänis ja ajettiin sitä takaa . 
 Обед в поле под палаткою также не удался ,  или по крайней мере был не по вкусу Кирила Петровича ,  который прибил повара ,  разбранил гостей и на возвратном пути со всею своей охотою нарочно поехал полями Дубровского .  ; Päivällinenkään teltassa ei onnistunut ,  tai ainakaan ei maistunut Kirila Petrovitschille ,  joka löi kokkia ,  torui vieraitaan ja palatessaan ajoi vartavasten suurella mielihyvällä Dubrovskijn pelloille . 
Прошло несколько дней ,  и вражда между двумя соседами не унималась .  ; Päiviä kului eikä viha naapurien kesken lauhtunut . 
 Андрей Гаврилович не возвращался в Покровское ,  Кирила Петрович без него скучал ,  и досада его громко изливалась в самых оскорбительных выражениях ,  которые благодаря усердию тамошних дворян доходили до Дубровского исправленные и дополненные .  ; Andrei Gavrilovitsch ei enää palannut Pokrovskojeen ,  vaikka Kirila Petrovitsch häntä ikävöitsi ja ilmaisi vihansa erittäin loukkaavalla tavalla ,  joka ,  kiitos siitä sen ajan aateliston oikeudentunnolle ,  koski vielä Dubrovskijn parannus -  ja täydennyspuuhiakin . 
 Новое обстоятельство уничтожило и последнюю надежду на примирение .  ; Uudet asianhaarat tekivät tyhjäksi viimeisenkin toivon sovinnosta . 
Дубровский объезжал однажды малое свое владение ,   ; Dubrovskij ratsasti kerran pienen maatilansa ympäri . 
приближаясь к березовой роще ,  услышал он удары топора и через минуту треск повалившегося дерева .  ; Hän lähestyi koivumetsikköä ja kuuli sieltä kirveen iskuja sekä kaatuvan puun rytinän . 
 Он поспешил в рощу и наехал на покровских мужиков ,  спокойно ворующих у него лес .  ; Hän kiirehti sinne ja yllätti muutamat Pokrovskojen talonpojat ,  jotka olivat hänen metsässään varkaissa . 
 Увидя его ,  они бросились было бежать .  ; Nähtyään hänet aikoivat nämät juosta pakoon ,  
 Дубровский со своим кучером поймал из них двоих и привел их связанных к себе на двор .  ; mutta Dubrovskij otti ajurinsa avulla kahden heistä kiinni ja vei sidottuna taloonsa . 
 Три неприятельские лошади достались тут же в добычу победителю .  ; Sitäpaitsi kolme hevosta jäi voittajan saaliiksi . 
 Дубровский был отменно сердит :   ; Dubrovskij oli hirveän suuttunut . 
прежде сего никогда люди Троекурова ,  известные разбойники ,  не осмеливались шалить в пределах его владений ,  зная приятельскую связь его с их господином .  ; Sitä ennen eivät Troekurovin miehet ,  nuo tunnetut rosvot ,  koskaan olleet uskaltaneet tulla hänen rajojensa yli tietäen ,  että hänen ja heidän herransa välillä oli likeinen ystävyys , 
 Дубровский видел ,  что теперь пользовались они происшедшим разрывом ,  и решился ,  вопреки всем понятиям о праве войны ,  проучить своих пленников прутьями ,  коими запаслись они в его же роще ,  а лошадей отдать в работу ,  приписав к барскому скоту .  ;  mutta nyt näki Dubrovskij ,  että he käyttävät hyväkseen sitä riitaa ,  joka oli tullut hänen ja hänen naapurinsa välille ,  sekä päätti nyt vastoin kaikkia sodanlakeja opettaa vankejaan raipoilla ,  jotka nämät itse olivat taittaneet hänen metsästään ,  sekä pani hevoset työhön kirjoitettuaan ne omien hevosiensa luetteloon . 
Слух о сем происшествии в тот же день дошел до Кирила Петровича .  ; Huhu tästä tapauksesta tuli jo samana päivänä Kirila Petrovitschin korviin . 
 Он вышел из себя и в первую минуту гнева хотел было со всеми своими дворовыми учинить нападение на Кистеневку (так называлась деревня его соседа) ,  разорить ее дотла и осадить самого помещика в его усадьбе .  ; Hän tuli aivan hulluksi sekä päätti ensi raivossaan hyökätä kaikkine palvelijoineen Kistenevkaan (se oli hänen naapurinsa kylän nimi) ,  hävittää sen perinpohjin sekä kukistaa itse omistajankin kartanostaan . 
 Таковые подвиги были ему не в диковину .  ; Tällaiset urotyöt eivät olleet hänelle harvinaisia ,  
 Но мысли его вскоре приняли другое направление .  ; hänen mielensä kääntyi pian kuitenkin uudelle uralle . 
Расхаживая тяжелыми шагами взад и вперед по зале ,  он взглянул нечаянно в окно и увидел у ворот остановившуюся тройку ,   ; Kävellessään raskain askelin edestakaisin salissaan katsoi hän sattumalta ulos ikkunasta ja näki portin luona kolmivaljakon . 
маленький человек в кожаном картузе и фризовой шинели вышел из телеги и пошел во флигель к приказчику ,   ; Mies ,  jolla oli karvalakki päässä sekä pitkä viitta yllä ,  astui ajopeleistä ja meni sivurakennukseen talonvoudin luo . 
Троекуров узнал заседателя Шабашкина и велел его позвать .  ; Troekurov tunsi asessori Schabaschkinin ja käski kutsua hänet luokseen . 
 Через минуту Шабашкин уже стоял перед Кирилом Петровичем ,  отвешивая поклон за поклоном и с благоговением ожидая его приказаний .  ; Hetken kuluttua Schabaschkin jo oli Kirila Petrovitschin edessä yhä kumarrellen sekä hartaasti odottaen ,  mitä tämä hänelle sanoisi . 
– Здорово ,  как бишь тебя зовут ,  – сказал ему Троекуров ,  – зачем пожаловал ?  ;  —  Terve  …  tulet kuin kutsuttu ,  sanoi Troekurov ,  miksi tänne poikkesit ? 
– Я ехал в город ,  ваше превосходительство ,  – отвечал Шабашкин ,  – и зашел к Ивану Демьянову узнать ,  не будет ли какого приказания от вашего превосходительства .  ;  —  Olin matkalla kaupunkiin ,  teidän ylhäisyytenne ,  vastasi Schabaschkin ,  ja poikkesin Ivan Demjanoville kuulemaan ,  olisiko hänellä asioita . 
– Очень кстати заехал ,  как бишь тебя зовут ,  мне до тебя нужда .  ;  —  Hyvään aikaan tulit  …  niinkuin kutsuttuna . 
 Выпей водки да выслушай .  ; Minä tarvitsen sinua ,  juohan nyt viinaa ja kuuntele . 
Таковой ласковый прием приятно изумил заседателя .  ; Tällainen ystävällinen vastaan - otto teki hyvän vaikutuksen asessoriin ,  
 Он отказался от водки и стал слушать Кирила Петровича со всевозможным вниманием .  ; hän ei huolinut viinasta ,  vaan alkoi kuulla Kirila Petrovitschia mitä suurimmalla tarkkuudella . 
– У меня сосед есть ,  – сказал Троекуров ,  – мелкопоместный грубиян ,  я хочу взять у него имение – как ты про то думаешь ?  ;  —  Minulla on naapurina eräs pikkutilallinen ,  heittiö ,  sanoi Troekurov ,  minä tahdon ottaa hänen tilansa  …  mitä sinä siinä ajattelet ? 
– Ваше превосходительство ,  коли есть какие - нибудь документы или …  ;  —  Teidän ylhäisyytenne ,  onko mitään asiakirjoja ? 
– Врешь ,  братец ,  какие тебе документы .  ;  —  Lörpötyksiä ,  veliseni ,  mitä asiakirjoja sinä tahdot ? 
Дело в том ,  видите ли ,  что имущество должно быть взято либо с документами ,  либо без документов .  ; Asia on näet niin ,  että tilus pitäisi otettaman joko asiakirjoilla tai ilman asiakirjoja . 
 Постой однако ж .  ;  —  Odotappa kuitenkin ! 
 Это имение принадлежало некогда нам ,  было куплено у какого - то Спицына и продано потом отцу Дубровского .  ; Tuo tilus on joskus kuulunut meille ,  se oli ostettu joltakin Spitsiniltä ja myytiin sitten Dubrovskijn isälle . 
 Нельзя ли к этому придраться ?  ; Eikö sitä voi pois riidellä ? 
– Мудрено ,  ваше высокопревосходительство ,  вероятно ,  сия продажа совершена законным порядком .  ;  —  Viisaasti ,  teidän ylhäisyytenne ,  luultavasti ,  tuo kauppa on tehty laillisessa järjestyksessä . 
– Подумай ,  братец ,  поищи хорошенько .  ;  —  Ajatteleppas ,  veliseni ,  harkitse tarkkaan . 
– Если бы ,  например ,  ваше превосходительство могли каким ни есть образом достать от вашего соседа запись или купчую ,  в силу которой владеет он своим имением ,  то конечно …  ;  —  Jos esimerkiksi teidän ylhäisyytenne jollakin tavalla voisi hankkia pois naapurilta sen asiakirjan ,  jonka nojalla hän hallitsee tilaansa ,  niin varmaan … 
– Понимаю ,  да вот беда – у него все бумаги сгорели во время пожара .  ;  —  Ymmärrän ,  mutta siinäpä se onnettomuus onkin ,  kaikki hänen asiakirjansa paloivat tulipalossa . 
– Как ,  ваше превосходительство ,  бумаги его сгорели !  ;  —  Kuinka ,  teidän ylhäisyytenne ,  hänen asiakirjansa ovat palaneet ? 
чего ж вам лучше ?  ; Mitä te parempaa toivotte ? 
– в таком случае извольте действовать по законам ,  ; Siinä tapauksessa suvaitkaa toimia lakien mukaan . 
 и без всякого сомнения получите ваше совершенное удовольствие .  ; Epäilemättä saatte olla täydellisesti tyytyväinen . 
– Ты думаешь ?  ;  —  Luuletko niin ? 
Ну ,  смотри же .  ; No ,  katsos ,  
 Я полагаюсь на твое усердие ,  а в благодарности моей можешь быть уверен .  ; minä luotan sinun taitoosi ,  ja minun kiitollisuudestani saat olla vakuutettu . 
Шабашкин поклонился почти до земли ,  вышел вон ,   ; Schabaschkin kumarsi melkein maahan asti ja meni ulos . 
с того же дни стал хлопотать по замышленному делу ,  и благодаря его проворству ровно через две недели Дубровский получил из города приглашение доставить немедленно надлежащие объяснения насчет его владения сельцом Кистеневкою .  ; Siitä päivästä alkoi hän toimia tuon petollisen asian eduksi ,  ja kiittäen hänen joutuisuuttaan sai Dubrovskij täsmälleen kahden viikon kuluttua kaupungista käskyn tulla oikeuteen ja tuoda mukanaan ne asiakirjat ,  joiden nojalla hän hallitsee Kistenevkan kylää . 
